OBJECTID_1,OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,impact,impact_dis,impact_eph,impact_e,impact_d,impact_de
"222","2501",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424006",NTNC,14430.00000000000,WELL #8,,WL,GW,P,36.57489000000,-108.07162000000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"222",5056.04504378000,2033845.44586000009,"1","0","1","1","0","1"
"223","2502",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424004",NTNC,14428.00000000000,WELL #6,,WL,GW,P,36.57490000000,-108.08071000000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"223",5056.04500247000,2033845.41192000010,"1","0","1","1","0","1"
"224","2506",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701036",C,2252.00000000000,LEYENDECKER WELL # 3,,WL,GW,P,35.13765600000,-106.57788100000,"003",2002/02/05,996.00000000000,FT,0.00000000000,,395.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"224",5055.98558078000,2033845.44256999996,"1","0","1","1","0","1"
"225","2507",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701037",C,2253.00000000000,LEYENDECKER WELL # 4,,WL,GW,P,35.13729800000,-106.56905400000,"003",2002/02/05,996.00000000000,FT,0.00000000000,,457.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"225",5055.98556632000,2033845.44629000011,"1","0","1","1","0","1"
"226","2508",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701038",C,2254.00000000000,LOMAS WELL # 1,,WL,GW,P,35.07490700000,-106.50781100000,"003",2002/02/05,1300.00000000000,FT,0.00000000000,,731.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"226",5055.98228618000,2033845.45515999990,"1","0","1","1","0","1"
"227","2509",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701068",C,2283.00000000000,SANTA BARBARA WELL # 1,,WL,GW,P,35.11329300000,-106.60765900000,"003",2002/02/05,0.00000000000,,0.00000000000,,264.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"227",5055.98429716000,2033845.43953999993,"1","0","1","1","0","1"
"228","2510",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701108",C,2312.00000000000,BURTON WELL # 1,,WL,GW,P,35.06644900000,-106.60514100000,"003",2002/02/05,0.00000000000,,0.00000000000,,475.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"228",5055.98183202000,2033845.45197000005,"0","0","0","0","0","0"
"229","2511",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701095",C,2310.00000000000,YALE WELL # 3,,WL,GW,P,35.07637900000,-106.63378300000,"003",2002/02/05,0.00000000000,,0.00000000000,,204.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"229",5055.98231248000,2033845.41397999995,"1","0","1","1","0","1"
"230","2512",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701042",C,2258.00000000000,LOMAS WELL # 5,,WL,GW,P,35.07263300000,-106.52391600000,"003",2002/02/05,1670.00000000000,FT,0.00000000000,,656.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"230",5055.98211734000,2033845.41754999990,"1","0","1","1","0","1"
"231","2513",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701043",C,2259.00000000000,LOMAS WELL # 6,,WL,GW,P,35.06893800000,-106.52002500000,"003",2002/02/05,1704.00000000000,FT,0.00000000000,,676.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"231",5055.98195729000,2033845.44577000011,"0","0","0","0","0","0"
"232","2514",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701174",C,12606.00000000000,SAN JUAN CHAMA INTAKE,,IN,SW,P,35.19461600000,-106.64283800000,"003",2008/02/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"232",5055.98856564000,2033845.46060000011,"1","0","1","1","0","1"
"233","2515",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701081",C,2296.00000000000,VOL ANDIA WELL # 6,,WL,GW,P,35.14068500000,-106.59097300000,"003",2002/02/05,0.00000000000,,0.00000000000,,288.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"233",5055.98578547000,2033845.47940000007,"1","0","1","1","0","1"
"234","2516",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701046",C,2262.00000000000,LOVE WELL # 3,,WL,GW,P,35.08674000000,-106.53882500000,"003",2002/02/05,1260.00000000000,FT,0.00000000000,,552.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"234",5055.98286378000,2033845.41491000005,"1","0","1","1","0","1"
"235","2517",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701047",C,2263.00000000000,LOVE WELL # 4,,WL,GW,P,35.08676700000,-106.54982700000,"003",2002/02/05,1284.00000000000,FT,0.00000000000,,538.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"235",5055.98290777000,2033845.44885999989,"1","0","1","1","0","1"
"236","2518",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701034",C,2250.00000000000,LEYENDECKER WELL # 1,,WL,GW,P,35.13109900000,-106.57316600000,"003",2002/02/05,0.00000000000,,0.00000000000,,413.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"236",5055.98522717000,2033845.43396999990,"1","0","1","1","0","1"
"237","2519",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701049",C,2265.00000000000,LOVE WELL # 6,,WL,GW,P,35.09815700000,-106.52772400000,"003",2002/02/05,1521.00000000000,FT,0.00000000000,,665.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"237",5055.98348877000,2033845.43134999997,"1","0","1","1","0","1"
"238","2520",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701050",C,2266.00000000000,LOVE WELL # 7,,WL,GW,P,35.10237900000,-106.53758200000,"003",2002/02/05,1485.00000000000,FT,0.00000000000,,594.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"238",5055.98375274000,2033845.46411999990,"1","0","1","1","0","1"
"239","2521",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701051",C,2267.00000000000,LOVE WELL # 8,,WL,GW,P,35.09412900000,-106.55901300000,"003",2002/02/05,1455.00000000000,FT,0.00000000000,,456.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"239",5055.98323944000,2033845.40277999989,"1","0","1","1","0","1"
"240","2522",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701080",C,2295.00000000000,VOL ANDIA WELL # 5,,WL,GW,P,35.13463100000,-106.60310500000,"003",2002/02/05,0.00000000000,,0.00000000000,,222.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"240",5055.98545758000,2033845.47041000007,"1","0","1","1","0","1"
"241","2523",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701093",C,2308.00000000000,YALE WELL # 1,,WL,GW,P,35.07372400000,-106.62451900000,"003",2002/02/05,0.00000000000,,0.00000000000,,286.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"241",5055.98224604000,2033845.47383000003,"0","0","0","0","0","0"
"242","2524",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701054",C,2270.00000000000,PONDEROSA WELL # 2,,WL,GW,P,35.13393800000,-106.53166900000,"003",2002/02/05,1581.00000000000,FT,0.00000000000,,733.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"242",5055.98540370000,2033845.45595999993,"1","0","1","1","0","1"
"243","2525",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701019",C,2235.00000000000,DURANES WELL # 1,,WL,GW,P,35.11139300000,-106.66890200000,"003",2002/02/05,924.00000000000,FT,0.00000000000,,42.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"243",5055.98417022000,2033845.41818000004,"1","0","1","1","0","1"
"244","2526",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701020",C,2236.00000000000,DURANES WELL # 2,,WL,GW,P,35.11972000000,-106.68028500000,"003",2002/02/05,804.00000000000,FT,0.00000000000,,34.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"244",5055.98462667000,2033845.43240000005,"1","0","1","1","0","1"
"245","2527",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701021",C,2237.00000000000,DURANES WELL # 3,,WL,GW,P,35.10849000000,-106.67930100000,"003",2002/02/05,950.00000000000,FT,0.00000000000,,43.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"245",5055.98407271000,2033845.46292999992,"1","0","1","1","0","1"
"246","2528",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701072",C,2287.00000000000,THOMAS WELL # 4,,WL,GW,P,35.13685100000,-106.54527200000,"003",2002/02/05,0.00000000000,,0.00000000000,,619.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"246",5055.98554317000,2033845.44595000008,"1","0","1","1","0","1"
"247","2529",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701078",C,2293.00000000000,VOL ANDIA WELL # 3,,WL,GW,P,35.12798600000,-106.60494400000,"003",2002/02/05,0.00000000000,,0.00000000000,,231.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"247",5055.98509260000,2033845.45745000010,"1","0","1","1","0","1"
"248","2530",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701069",C,2284.00000000000,THOMAS WELL # 1,,WL,GW,P,35.13137700000,-106.54946800000,"003",2002/02/05,0.00000000000,,0.00000000000,,585.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"248",5055.98524189000,2033845.43421999994,"1","0","1","1","0","1"
"249","2531",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701025",C,2241.00000000000,DURANES WELL # 7,,WL,GW,P,35.11555400000,-106.68626600000,"003",2002/02/05,814.00000000000,FT,0.00000000000,,40.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"249",5055.98440645000,2033845.43136999989,"1","0","1","1","0","1"
"250","2532",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701026",C,2242.00000000000,GRIEGOS WELL # 1,,WL,GW,P,35.14046400000,-106.66405700000,"003",2002/02/05,802.00000000000,FT,0.00000000000,,25.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"250",5055.98574446000,2033845.45564999990,"1","0","1","1","0","1"
"251","2533",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701116",C,2320.00000000000,RIDGECREST WELL # 2,,WL,GW,P,35.07445300000,-106.54370000000,"003",2002/02/05,0.00000000000,,0.00000000000,,568.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"251",5055.98228983000,2033845.47717999993,"0","0","0","0","0","0"
"252","2820",NM3502721,LUMBERTON MDWCA,,L,LUMBERTON,RIO ARRIBA,SW,223.00000000000,35000.00000000000,"02721005",C,12318.00000000000,INTAKE #1,,IN,SW,P,36.97870200000,-106.93667300000,"003",2013/09/30,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"252",5056.05505996000,2033845.44660999998,"1","0","1","1","0","1"
"253","2821",NM3502721,LUMBERTON MDWCA,,L,LUMBERTON,RIO ARRIBA,SW,223.00000000000,35000.00000000000,"02721001",C,7231.00000000000,INFILTRATION GALLERY #1,,IG,SW,P,36.97870200000,-106.93667300000,"003",2013/09/30,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"253",5056.05505996000,2033845.44660999998,"1","0","1","1","0","1"
"254","2822",NM3502721,LUMBERTON MDWCA,,L,LUMBERTON,RIO ARRIBA,SW,223.00000000000,35000.00000000000,"02721002",C,8940.00000000000,INFILTRATION GALLERY #2,,IG,GU,P,36.97778900000,-106.90865200000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"254",5056.05506930000,2033845.46931000007,"1","0","1","1","0","1"
"255","2249",NM3593621,EL VADO LAKE STATE PARK,,S,RUTHERON,RIO ARRIBA,SW,100.00000000000,4000.00000000000,"93621001",NC,7041.00000000000,SURFACE WATER INTAKE #1,,IN,SW,P,36.61006000000,-106.74291000000,"003",2006/08/23,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"255",5056.04603684000,2033845.43882000004,"1","0","1","1","0","1"
"256","2534",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701028",C,2244.00000000000,GRIEGOS WELL # 3,,WL,GW,P,35.13478400000,-106.67438700000,"003",2002/02/05,916.00000000000,FT,0.00000000000,,21.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"256",5055.98543119000,2033845.44246000005,"1","0","1","1","0","1"
"257","2535",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701029",C,2245.00000000000,GRIEGOS WELL # 4,,WL,GW,P,35.14002900000,-106.65132400000,"003",2002/02/05,804.00000000000,FT,0.00000000000,,46.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"257",5055.98571539000,2033845.45035999990,"1","0","1","1","0","1"
"258","2536",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701180",C,12878.00000000000,GONZALES WELL # 3,,WL,GW,P,35.11805500000,-106.70038800000,"003",2002/02/05,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"258",5055.98456441000,2033845.45216999995,"0","0","0","0","0","0"
"259","2537",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701177",C,12648.00000000000,SAN JUAN CHAMA RAW WATER ENTRY,,RS,SW,P,35.14353800000,-106.61203800000,"003",2009/02/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"259",5055.98589187000,2033845.44488999993,"1","0","1","1","0","1"
"260","2538",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701077",C,2292.00000000000,VOL ANDIA WELL # 2,,WL,GW,P,35.12540500000,-106.58449600000,"003",2002/02/05,0.00000000000,,0.00000000000,,340.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"260",5055.98492100000,2033845.42818999989,"1","0","1","1","0","1"
"261","2539",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701071",C,2286.00000000000,THOMAS WELL # 3,,WL,GW,P,35.13768700000,-106.55427600000,"003",2002/02/05,0.00000000000,,0.00000000000,,553.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"261",5055.98559156000,2033845.44961000001,"1","0","1","1","0","1"
"262","2540",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701035",C,2251.00000000000,LEYENDECKER WELL # 2,,WL,GW,P,35.12485100000,-106.56907700000,"003",2002/02/05,996.00000000000,FT,0.00000000000,,427.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"262",5055.98489110000,2033845.42773999996,"1","0","1","1","0","1"
"263","2541",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701079",C,2294.00000000000,VOL ANDIA WELL # 4,,WL,GW,P,35.13421200000,-106.58735700000,"003",2002/02/05,0.00000000000,,0.00000000000,,322.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"263",5055.98541516000,2033845.45447000000,"1","0","1","1","0","1"
"264","2542",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701255",C,14157.00000000000,SAN JUAN CHAMA CLEAR WELLS,,CW,SW,P,35.14442300000,-106.61147600000,"003",2018/09/19,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"264",5055.98592531000,2033845.43420000002,"1","0","1","1","0","1"
"265","2543",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701076",C,2291.00000000000,VOL ANDIA WELL # 1,,WL,GW,P,35.13463100000,-106.59716800000,"003",2002/02/05,0.00000000000,,0.00000000000,,262.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"265",5055.98545952000,2033845.47194999992,"1","0","1","1","0","1"
"266","2544",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701190",C,12898.00000000000,CORRALES WELL #04,,WL,GW,P,35.20384100000,-106.73975000000,"003",2002/02/05,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"266",5055.98901682000,2033845.44127000007,"1","0","1","1","0","1"
"267","2545",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701059",C,2275.00000000000,RIDGECREST WELL # 1,,WL,GW,P,35.06818600000,-106.53924500000,"003",2002/02/05,1260.00000000000,FT,0.00000000000,,606.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"267",5055.98189272000,2033845.42632999993,"0","0","0","0","0","0"
"268","2546",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701060",C,2276.00000000000,RIDGECREST WELL # 3,,WL,GW,P,35.06996300000,-106.55351200000,"003",2002/02/05,1448.00000000000,FT,0.00000000000,,531.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"268",5055.98201164000,2033845.44567999989,"0","0","0","0","0","0"
"269","2547",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701061",C,2277.00000000000,RIDGECREST WELL # 4,,WL,GW,P,35.07918700000,-106.56160700000,"003",2002/02/05,1424.00000000000,FT,0.00000000000,,506.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"269",5055.98251162000,2033845.45351999998,"0","0","0","0","0","0"
"270","2548",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701062",C,2278.00000000000,RIDGECREST WELL # 5,,WL,GW,P,35.07223300000,-106.56294900000,"003",2002/02/05,1470.00000000000,FT,0.00000000000,,514.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"270",5055.98210717000,2033845.42617000011,"0","0","0","0","0","0"
"271","2549",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701178",C,12643.00000000000,SJC SETTLED WATER  PUMP STATION,,RS,SW,P,35.14353800000,-106.61203800000,"003",2009/02/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"271",5055.98589187000,2033845.44488999993,"1","0","1","1","0","1"
"272","2550",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701073",C,2288.00000000000,THOMAS WELL # 5,,WL,GW,P,35.12889100000,-106.56031100000,"003",2002/02/05,1553.00000000000,FT,0.00000000000,,499.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"272",5055.98509172000,2033845.41883999994,"1","0","1","1","0","1"
"273","2551",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701074",C,2289.00000000000,THOMAS WELL # 6,,WL,GW,P,35.12223800000,-106.55155900000,"003",2002/02/05,1551.00000000000,FT,0.00000000000,,545.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"273",5055.98481731000,2033845.47891000006,"1","0","1","1","0","1"
"274","2552",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701075",C,2290.00000000000,THOMAS WELL # 7,,WL,GW,P,35.11989200000,-106.56130200000,"003",2002/02/05,1515.00000000000,FT,0.00000000000,,472.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"274",5055.98464162000,2033845.43720000004,"1","0","1","1","0","1"
"275","2553",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701107",C,2311.00000000000,ZAMORA WELL # 1,,WL,GW,P,35.15520700000,-106.71473200000,"003",2002/02/05,987.00000000000,FT,20.00000000000,IN,221.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"275",5055.98650444000,2033845.44776999997,"1","0","1","1","0","1"
"276","2554",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701094",C,2309.00000000000,YALE WELL # 2,,WL,GW,P,35.06610200000,-106.62516800000,"003",2002/02/05,0.00000000000,,0.00000000000,,258.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"276",5055.98181678000,2033845.45442999993,"1","0","1","1","0","1"
"277","2555",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701110",C,2314.00000000000,BURTON WELL # 5,,WL,GW,P,35.06541900000,-106.58816500000,"003",2002/02/05,1170.00000000000,FT,0.00000000000,,423.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"277",5055.98175739000,2033845.43602999998,"0","0","0","0","0","0"
"278","2556",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701111",C,2315.00000000000,CHARLES WELLS WELL # 5,,WL,GW,P,35.10430500000,-106.58376300000,"003",2002/02/05,1400.00000000000,FT,0.00000000000,,363.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"278",5055.98381005000,2033845.42843000009,"1","0","1","1","0","1"
"279","2557",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701112",C,2316.00000000000,CORONADO WELL # 1,,WL,GW,P,35.17323900000,-106.57258600000,"003",2002/02/05,1194.00000000000,FT,0.00000000000,,401.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"279",5055.98743089000,2033845.43891000003,"1","0","1","1","0","1"
