OBJECTID_1,OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,impact,impact_dis,impact_eph,impact_e,impact_d,impact_de
"105","1338",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126052",C,10192.00000000000,SURGE TANK #2 (150K),,OT,SW,P,35.77568000000,-106.11374900000,"003",2018/03/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"104",5056.01613961000,2033845.44149000011,"1","0","1","1","0","1"
"106","1339",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126073",C,10213.00000000000,MCCLURE RESERVOIR,,RS,SW,P,35.85036700000,-106.02793000000,"003",2004/12/10,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"105",5056.01930714000,2033845.43781000003,"1","0","1","1","0","1"
"107","1340",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126005",C,1941.00000000000,BUCKMAN #3,,WL,GW,P,35.82666600000,-106.14911100000,"003",2010/09/27,1500.00000000000,FT,16.00000000000,IN,377.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"106",5056.01830803000,2033845.43580000009,"1","0","1","1","0","1"
"108","1461",NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,,L,NAVAJO DAM,SAN JUAN,SW,538.00000000000,88000.00000000000,"36724001",C,9510.00000000000,SAN JUAN RIVER INFILTRATION GALLERY,,IG,SW,P,36.80802700000,-107.69594400000,"003",2006/05/03,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"107",5056.05120944000,2033845.43268000009,"1","0","1","1","0","1"
"109","1462",NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,,L,NAVAJO DAM,SAN JUAN,SW,538.00000000000,88000.00000000000,"36724005",C,13817.00000000000,RAW WATER INTAKE,,IN,SW,P,36.80788100000,-107.69682200000,"003",2015/07/30,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"108",5056.05122756000,2033845.45057000010,"1","0","1","1","0","1"
"110","1341",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126011",C,1947.00000000000,SANTA FE WELL,,WL,GW,P,35.67597500000,-105.96352100000,"003",2007/11/26,1523.00000000000,FT,16.00000000000,IN,324.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"109",5056.01172651000,2033845.41100999992,"1","0","1","1","0","1"
"111","1342",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126074",C,10214.00000000000,SANTA FE WATERSHED,,RS,SW,P,35.85067000000,-106.02851000000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"110",5056.01932567000,2033845.44230000000,"1","0","1","1","0","1"
"112","1343",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126082",C,14096.00000000000,SURGE TANK #4 (150K),,OT,,P,35.73780700000,-106.07328800000,"003",2017/10/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"111",5056.01451437000,2033845.45558000007,"1","0","1","1","0","1"
"113","1344",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126018",C,1952.00000000000,COUNTRY CLUB WELL,,WL,GW,P,35.63152100000,-106.04557000000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"112",5056.00975711000,2033845.43604000006,"1","0","1","1","0","1"
"114","1373",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000000,3000000.00000000000,"14019007",C,10882.00000000000,CLEAR WELL,,CW,SW,P,33.08727800000,-105.97802800000,"003",2006/02/07,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"113",5055.86022416000,2033845.43241999997,"1","1","1","1","1",
"115","1374",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000000,3000000.00000000000,"14019011",C,12006.00000000000,RAW WATER RESERVOIR,FROM RIO TULAROSA,RS,SW,P,33.08755500000,-105.97886100000,"003",2006/02/07,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"114",5055.86027270000,2033845.45690000011,"1","1","1","1","1",
"116","1375",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000000,3000000.00000000000,"14019001",C,7012.00000000000,TULAROSA STREAM INTAKE,,IN,SW,P,33.09425000000,-105.97397200000,"003",2006/02/07,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"115",5055.86069575000,2033845.44704000000,"1","1","1","1","1",
"117","1376",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000000,3000000.00000000000,"14019002",C,2502.00000000000,WELL #1,,WL,GW,P,33.07724400000,-106.00614700000,"003",,360.00000000000,FT,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"116",5055.85957255000,2033845.43286999990,"1","1","1","1","1",
"118","1377",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000000,3000000.00000000000,"14019004",C,12312.00000000000,WELL #2,,WL,GW,E,33.07905500000,-106.02222200000,"003",2008/05/28,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"117",5055.85968700000,2033845.43017000007,"1","1","1","1","1",
"119","1514",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000000,24228667.00000000000,"10224006",C,12003.00000000000,FARMINGTON LAKE,,RS,SW,P,36.80000300000,-108.10479300000,"003",2000/11/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"118",5056.05101618000,2033845.43454999989,"1","0","1","1","0","1"
"120","1515",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000000,24228667.00000000000,"10224003",C,6994.00000000000,FARMERS DITCH PUMP STATION,,IN,SW,I,36.80188000000,-108.09698000000,"003",2017/12/13,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"119",5056.05111024000,2033845.47225000011,"1","0","1","1","0","1"
"121","1516",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000000,24228667.00000000000,"10224001",C,6992.00000000000,ANIMAS RIVER PUMP STATION # 1,,IN,SW,E,36.72602000000,-108.19067000000,"003",2017/12/13,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"120",5056.04916004000,2033845.43470999994,"1","0","1","1","0","1"
"122","1517",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000000,24228667.00000000000,"10224002",C,6993.00000000000,ANIMAS RIVER PUMP STATION # 2,,IN,SW,P,36.78305000000,-108.10279000000,"003",2017/12/13,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"121",5056.05062004000,2033845.44958000001,"1","0","1","1","0","1"
"123","1518",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000000,24228667.00000000000,"10224007",C,12004.00000000000,SAN JUAN PUMP STATION,,IN,SW,E,36.70722500000,-108.19896200000,"003",2000/11/17,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"122",5056.04866285000,2033845.42781000002,"1","0","1","1","0","1"
"124","1519",NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,,L,SANTA FE,SANTA FE,SW,0.00000000000,4000000.00000000000,"02826001",C,13108.00000000000,BUCKMAN SURFACE WATER INTAKE,,IN,SW,P,35.83627000000,-106.16196000000,"003",2011/09/08,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"123",5056.01875577000,2033845.47005999996,"1","0","1","1","0","1"
"125","1688",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719001",C,2498.00000000000,WELL #1,,WL,GW,P,32.97936100000,-105.93738800000,"003",2006/10/31,640.00000000000,FT,6.00000000000,IN,485.00000000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"124",5055.85321195000,2033845.42913000006,"1","1","1","1","1",
"126","1689",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719002",C,2499.00000000000,WELL #2,,WL,GW,P,32.98125000000,-105.93463800000,"003",2006/10/31,640.00000000000,FT,8.00000000000,IN,502.00000000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"125",5055.85336972000,2033845.45767999999,"1","1","1","1","1",
"127","1690",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719009",C,10479.00000000000,WELL #4,,WL,GW,P,32.84841600000,-105.92994400000,"003",2006/10/31,710.00000000000,FT,8.00000000000,IN,398.00000000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"126",5055.84477142000,2033845.45056000003,"1","0","1","1","0","1"
"128","1691",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719003",C,2500.00000000000,WELL #3,,WL,GW,P,32.97988800000,-105.93244400000,"003",2006/10/31,900.00000000000,FT,6.00000000000,IN,532.00000000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"127",5055.85326544000,2033845.44454999990,"1","1","1","1","1",
"129","1692",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719004",C,7009.00000000000,LA LUZ/FRESNAL INTAKE,,IN,SW,P,32.97958300000,-105.93058300000,"003",2006/10/31,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"128",5055.85323302000,2033845.43409999995,"1","1","1","1","1",
"130","1693",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000000,537000.00000000000,"13719010",C,10480.00000000000,WELL #5 (LAKESIDE),ORIGINALLY LAKESIDE DE LA LUZ  WELL #1,WL,GW,P,32.97686100000,-105.93069400000,"003",2006/10/31,585.00000000000,FT,7.00000000000,IN,485.00000000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"0",0.50000000000,"129",5055.85309116000,2033845.46261000005,"1","1","1","1","1",
"131","1714",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000000,950000.00000000000,"01021001",C,6986.00000000000,RIVER INTAKE # 1,,IN,SW,P,36.91897200000,-106.57133300000,"003",2005/07/22,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"130",5056.05373105000,2033845.40201000008,"1","0","1","1","0","1"
"132","1715",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000000,950000.00000000000,"01021006",C,8934.00000000000,INFILTRATION GALLERY #1,,IG,GU,P,36.91897200000,-106.57133300000,"003",2005/07/22,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"131",5056.05373105000,2033845.40201000008,"1","0","1","1","0","1"
"133","1716",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000000,950000.00000000000,"01021003",C,7054.00000000000,SPRING # 1,,SP,SW,P,36.92445600000,-106.61475800000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"132",5056.05389997000,2033845.44152000011,"1","0","1","1","0","1"
"134","1633",NM3593821,NAVAJO LAKE STATE PARK - SIMS MESA,,S,NAVAJO DAM,RIO ARRIBA,SW,110.00000000000,200000.00000000000,"93821001",NC,7042.00000000000,NAVAJO RESERVOIR INTAKE,,IN,SW,P,36.83361100000,-107.58638900000,"003",2004/10/13,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"133",5056.05182380000,2033845.43408000004,"0","0","0","0","0","0"
"135","2031",NM3593221,HERON LAKE STATE PARK (SURFACE WATER),,S,RUTHERON,RIO ARRIBA,SW,150.00000000000,100000.00000000000,"93221001",NC,7038.00000000000,HERON LAKE INTAKE,,IN,SW,P,36.66567000000,-106.70422000000,"003",2006/08/22,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"134",5056.04759525000,2033845.45940999989,"1","1","1","1","1",
"136","2043",NM3573725,BIG MESA WATER MDWCA,,L,CONCHAS DAM,SAN MIGUEL,SW,265.00000000000,325000.00000000000,"73725001",C,7028.00000000000,INTAKE #1,CONCHAS LAKE  (SURFACE INTAKE),IN,SW,P,35.37750500000,-104.21125500000,"003",2010/12/21,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"135",5055.99777236000,2033845.45414999989,"0","0","0","0","0","0"
"137","2068",NM3502221,RUTHERON MUTUAL WATER ASSOCIATION,,L,RUTHERON,RIO ARRIBA,GU,90.00000000000,20000.00000000000,"02221001",C,8942.00000000000,INFILTRATION GALLERY #1,,IG,GU,P,36.69855000000,-106.60841000000,"003",2007/05/10,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"136",5056.04844944000,2033845.43968000007,"1","0","1","1","0","1"
"138","2080",NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,,P,BLOOMFIELD,SAN JUAN,SW,0.00000000000,500000.00000000000,"00624004",C,12738.00000000000,RAW WATER RESERVOIR,,RS,SW,P,36.69237000000,-107.99986000000,"003",2017/05/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"137",5056.04825396000,2033845.41397999995,"1","0","1","1","0","1"
"139","2081",NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,,P,BLOOMFIELD,SAN JUAN,SW,0.00000000000,500000.00000000000,"00624001",C,6985.00000000000,RIVER INTAKE PUMP STATION,,IN,SW,P,36.69910000000,-107.88815000000,"003",2017/05/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"138",5056.04845273000,2033845.43008999992,"1","0","1","1","0","1"
"140","2132",NM3593225,CONCHAS DAM STATE PARK NORTHSIDE,,S,CONCHAS DAM,SAN MIGUEL,SW,450.00000000000,75000.00000000000,"93225001",NC,7039.00000000000,INTAKE #1,CONCHAS LAKE SURFACE INTAKE,IN,SW,P,35.42757200000,-104.19491300000,"003",2014/03/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"139",5056.00019940000,2033845.44191000005,"0","0","0","0","0","0"
"141","2471",NM3503521,VALLECITOS MDWCA,,L,VALLECITOS,RIO ARRIBA,SW,92.00000000000,10000.00000000000,"03521005",C,14357.00000000000,RIVER INTAKE,,IN,SW,P,36.49301400000,-106.12062300000,"003",2019/08/22,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"140",5056.04260523000,2033845.43313000002,"1","0","1","1","0","1"
"142","2472",NM3503521,VALLECITOS MDWCA,,L,VALLECITOS,RIO ARRIBA,SW,92.00000000000,10000.00000000000,"03521001",C,8946.00000000000,INFILTRATION GALLERY #1,,IG,SW,P,36.49530500000,-106.11291600000,"003",2010/08/04,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"141",5056.04269278000,2033845.44748000009,"1","0","1","1","0","1"
"143","2588",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701022",C,2238.00000000000,DURANES WELL # 4,,WL,GW,P,35.10775000000,-106.68792900000,"003",2002/02/05,950.00000000000,FT,0.00000000000,,51.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"142",5055.98400364000,2033845.43837999995,"1","0","1","1","0","1"
"144","2589",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701023",C,2239.00000000000,DURANES WELL # 5,,WL,GW,P,35.10162800000,-106.68838700000,"003",2002/02/05,950.00000000000,FT,0.00000000000,,31.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"143",5055.98370139000,2033845.45506999991,"1","0","1","1","0","1"
"145","2590",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701024",C,2240.00000000000,DURANES WELL # 6,,WL,GW,P,35.11462700000,-106.67544000000,"003",2002/02/05,500.00000000000,FT,0.00000000000,,45.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"144",5055.98432112000,2033845.40198999993,"1","0","1","1","0","1"
"146","2591",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701027",C,2243.00000000000,GRIEGOS WELL # 2,,WL,GW,P,35.13250000000,-106.66861100000,"003",2002/02/05,820.00000000000,FT,0.00000000000,,36.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"145",5055.98531581000,2033845.44605999999,"1","0","1","1","0","1"
"147","2592",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701030",C,2246.00000000000,GRIEGOS WELL # 5,,WL,GW,P,35.13448900000,-106.65752600000,"003",2002/02/05,804.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"146",5055.98541422000,2033845.44225999992,"1","0","1","1","0","1"
"148","2593",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701031",C,2247.00000000000,LEAVITT WELL # 1,,WL,GW,P,35.05305200000,-106.73041000000,"003",2002/02/05,1229.00000000000,FT,0.00000000000,,207.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"147",5055.98110666000,2033845.44380000001,"0","0","0","0","0","0"
"149","2594",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701032",C,2248.00000000000,LEAVITT WELL # 2,,WL,GW,P,35.04694900000,-106.72905200000,"003",2002/02/05,1133.00000000000,FT,0.00000000000,,163.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"148",5055.98078755000,2033845.44915000000,"1","0","1","1","0","1"
"150","2595",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701033",C,2249.00000000000,LEAVITT WELL # 3,,WL,GW,P,35.04108600000,-106.73277500000,"003",2002/02/05,1520.00000000000,FT,0.00000000000,,241.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"149",5055.98048529000,2033845.45929999999,"1","0","1","1","0","1"
"151","2596",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701055",C,2271.00000000000,PONDEROSA WELL # 3,,WL,GW,P,35.13919000000,-106.53836700000,"003",2002/02/05,1602.00000000000,FT,0.00000000000,,669.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"150",5055.98566163000,2033845.44280999992,"1","0","1","1","0","1"
"152","2597",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701056",C,2272.00000000000,PONDEROSA WELL # 4,,WL,GW,P,35.14326000000,-106.53047100000,"003",2002/02/05,1549.00000000000,FT,0.00000000000,,831.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"151",5055.98588577000,2033845.45163000003,"1","0","1","1","0","1"
"153","2598",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701057",C,2273.00000000000,PONDEROSA WELL # 5,,WL,GW,E,35.15445300000,-106.53118800000,"003",2002/02/05,1626.00000000000,FT,0.00000000000,,745.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"152",5055.98647435000,2033845.45504999999,"1","0","1","1","0","1"
"154","2599",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701058",C,2274.00000000000,PONDEROSA WELL # 6,,WL,GW,P,35.14759000000,-106.53993900000,"003",2002/02/05,1675.00000000000,FT,0.00000000000,,677.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"153",5055.98609073000,2033845.43466000003,"1","0","1","1","0","1"
"155","2600",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701066",C,2282.00000000000,SAN JOSE WELL # 4,,WL,GW,P,35.04885700000,-106.64525000000,"003",2002/02/05,996.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"154",5055.98085614000,2033845.42241000012,"1","0","1","1","0","1"
"156","2601",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701109",C,2313.00000000000,BURTON WELL # 4,,WL,GW,P,35.06198200000,-106.60987900000,"003",2002/02/05,1276.00000000000,FT,0.00000000000,,433.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"155",5055.98159721000,2033845.45524000004,"1","0","1","1","0","1"
"157","2602",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701087",C,2302.00000000000,WEBSTER WELL # 1,,WL,GW,E,35.17532200000,-106.55503100000,"003",2002/02/05,0.00000000000,,0.00000000000,,530.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"156",5055.98758241000,2033845.47355000000,"1","0","1","1","0","1"
"158","2603",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701016",C,2233.00000000000,COLLEGE WELL # 2,,WL,GW,P,35.11282300000,-106.73391300000,"003",2002/02/05,1575.00000000000,FT,0.00000000000,,328.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"157",5055.98427679000,2033845.44261000003,"1","0","1","1","0","1"
"159","2605",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701091",C,2306.00000000000,WEST MESA WELL # 3,,WL,GW,P,35.07893400000,-106.73236400000,"003",2002/02/05,0.00000000000,,0.00000000000,,257.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"159",5055.98244938000,2033845.41466000001,"1","0","1","1","0","1"
"160","2895",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000000,994000.00000000000,"20024001",C,7014.00000000000,ANIMAS RIVER INTAKE #1,ANIMAS RIVER INTAKE,IN,SW,P,36.90089800000,-107.91779000000,"003",2017/11/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"160",5056.05341686000,2033845.47071000002,"1","1","1","1","1",
"161","2896",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000000,994000.00000000000,"20024015",C,12744.00000000000,RESERVOIR #3 (RAW),,RS,SW,P,36.89268000000,-107.91409000000,"003",2017/11/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"161",5056.05319295000,2033845.43928000005,"1","0","1","1","0","1"
"162","2897",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000000,994000.00000000000,"20024003",C,9576.00000000000,WELL #1,,WL,GW,E,36.90083300000,-107.91805600000,"003",2003/02/27,34.00000000000,FT,11.00000000000,IN,12.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"162",5056.05335982000,2033845.42580999993,"1","1","1","1","1",
"163","2497",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424001",NTNC,7026.00000000000,BLANCO RES #2 INTAKE,,IN,SW,P,36.71872300000,-107.92253900000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"163",5056.04898083000,2033845.44197999989,"1","0","1","1","0","1"
