OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE
"231",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025015",C,10871.00000000,BRADNER LAKE DAM INTAKE,,IN,SW,P,35.64782100,-105.27445400,"003",2005/03/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"232",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025030",C,14084.00000000,WELL #2R,,WL,GW,P,35.56747000,-105.24733800,"003",2018/02/12,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"233",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025012",C,10593.00000000,INFILTRATION GALLERY #1,,IG,GU,P,35.64930200,-105.27415500,"003",2014/09/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"234",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025014",C,10870.00000000,PETERSON LAKE DAM INTAKE,,IN,SW,P,35.64984400,-105.27942500,"003",2014/09/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"235",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025023",C,14079.00000000,BRADNER RESERVOIR,,RS,SW,P,35.64782100,-105.27445400,"003",2018/02/12,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"236",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025016",C,10872.00000000,STORRIE LAKE DAM INTAKE,,IN,SW,P,35.66479300,-105.22792500,"003",2005/03/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"310",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824019",C,13697.00000000,RESERVOIR #3,,RS,SW,P,36.82122000,-107.96593000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"311",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824016",C,10278.00000000,CLEAR WELL (EP),,CW,SW,P,36.83576000,-107.97749000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"312",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824001",C,6988.00000000,ANIMAS RIVER HEADGATE,,IN,SW,P,36.03839000,-107.99235000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"313",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824006",C,9099.00000000,RESERVOIR #1,OLD RESERVOIR,RS,SW,P,36.83485000,-107.97527000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"314",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824007",C,9100.00000000,LOWER EAST AZTEC STORAGE TANK,,RS,SW,P,36.81979000,-107.92648000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"315",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824003",C,6990.00000000,ANIMAS RIVER PUMP,,IN,SW,P,36.83745000,-107.99242000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"316",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824002",C,6989.00000000,INTAKE #2,ANIMAS RIVER - UPPER DITCH,IN,SW,P,36.92055900,-107.90930200,"003",2003/03/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"0"
"346",NM3590924,NAVAJO LAKE STATE PARK - PINE SITE,,S,NAVAJO DAM,SAN JUAN,SW,550.00000000,200000.00000000,"90924001",NC,7034.00000000,NAVAJO RESERVOIR INTAKE,,IN,SW,P,36.82333000,-107.61566900,"003",2004/10/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"237",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025024",C,14080.00000000,STORRIE RESERVOIR,,RS,SW,P,35.66479300,-105.22792500,"003",2018/02/12,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"238",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025026",C,14077.00000000,RAW WATER INTAKE,,IN,SW,P,36.80788100,-107.86968200,"003",2018/02/08,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"239",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025031",C,14085.00000000,WELL #7,,WL,GW,P,35.56736100,-105.24703800,"003",2018/02/12,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"587",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000,1000000.00000000,"30504005",C,11330.00000000,WELL #1 (ROCKY MOUNTIAN WELL),ROCKY MOUNTAIN WELL,WL,GW,P,36.43512500,-104.99747800,"003",2019/04/03,645.00000000,FT,0.00000000,,46.00000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"588",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000,1000000.00000000,"30504006",C,11331.00000000,WELL #2 (PHILLIPS WELL),PHILLIPS WELL,WL,GW,P,36.43437900,-105.00552000,"003",2019/04/03,1300.00000000,FT,0.00000000,,300.00000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"589",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000,1000000.00000000,"30504009",C,13525.00000000,NATURE TRAIL WELL,,WL,GW,P,36.46282200,-104.94927000,"003",2019/04/03,105.00000000,FT,0.00000000,,22.00000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"590",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000,1000000.00000000,"30504001",C,7021.00000000,INTAKE #1,URRACA AND PHILLIPS RESERVOIRS,IN,SW,P,36.43444400,-105.00861100,"003",2011/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"777",NM3501024,PINE RIVER MDCA,,L,NAVAJO DAM,SAN JUAN,GU,44.00000000,1200.00000000,"01024001",C,10655.00000000,WELL #1,,WL,GU,P,36.99972200,-107.60111100,"003",2005/03/18,20.00000000,FT,8.00000000,IN,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"890",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704003",C,7020.00000000,INTAKE #1 (LAKE MALOYA),LAKE MALOYA,IN,SW,P,36.98382800,-104.37587300,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"891",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704001",C,7018.00000000,INTAKE #2 (CIMARRON DIVERSION),CIMARRON DIVERSION,IN,SW,P,36.52017400,-104.99792000,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"892",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704011",C,12645.00000000,STORAGE TANK #5 (RAW WATER TANK - PLANT),,RS,SW,P,36.91935800,-104.43295800,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"893",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704002",C,7019.00000000,INTAKE #3,LAKE ALICE,IN,SW,P,36.95383600,-104.38584000,"003",,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"0"
"894",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704015",C,11779.00000000,LAKE MALOYA RESERVOIR,,RS,SW,P,36.98382800,-104.37587300,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"0"
"822",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017002",NTNC,10547.00000000,WELL #5,,WL,GW,P,35.42545000,-108.07944000,"003",2020/04/21,1445.00000000,FT,8.00000000,IN,225.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"823",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017015",NTNC,10550.00000000,WELL #2,,WL,GW,P,35.42199000,-108.07861000,"003",2020/04/21,1554.00000000,FT,8.00000000,IN,280.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"824",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017008",NTNC,4864.00000000,WELL B-7,(OFF-SITE WELL B-7),WL,GW,P,35.27908000,-107.98400000,"003",2020/04/21,472.00000000,FT,16.00000000,IN,156.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"825",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017009",NTNC,4865.00000000,WELL B-18,(OFF-SITE WELL B-18),WL,GW,P,35.20370000,-107.90842000,"003",2020/04/21,165.00000000,FT,16.00000000,IN,100.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"826",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017010",NTNC,4866.00000000,WELL B-19,(OFF-SITE WELL B-19),WL,GW,P,35.20362000,-107.91558000,"003",2020/04/21,150.00000000,FT,14.00000000,IN,97.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"827",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017011",NTNC,4867.00000000,WELL B-44,(OFF-SITE WELL B-44),WL,GW,P,35.23429000,-107.88884000,"003",2020/04/21,542.00000000,FT,16.00000000,IN,119.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"828",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017013",NTNC,8638.00000000,RESERVOIR #1,SURFACE WATER RESERVOIR #1,RS,SW,P,35.41369400,-108.08858300,"003",2004/03/24,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"829",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017003",NTNC,10548.00000000,WELL #2,,WL,GW,P,35.42200000,-108.07858300,"003",2004/04/21,1664.00000000,FT,8.00000000,IN,235.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0"
"830",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017004",NTNC,10549.00000000,WELL #4,,WL,GW,P,35.42688900,-108.08583300,"003",2004/04/21,1790.00000000,FT,8.00000000,IN,280.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0"
"927",NM3526204,CIMARRON WATER SYSTEM,,L,CIMARRON,COLFAX,SW,969.00000000,490000.00000000,"26204001",C,7015.00000000,CIMARRONCITO RESERVOIR INTAKE,,IN,SW,P,36.48114600,-105.05556000,"003",2005/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"953",NM3509223,LA JARA WATER USERS ASSOCIATION,,L,LA JARA,SANDOVAL,SW,250.00000000,187000.00000000,"09223003",C,9140.00000000,INTAKE #1,LA JARA CREEK INTAKE,IN,SW,P,36.12667000,-106.91175000,"003",2017/05/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"954",NM3509223,LA JARA WATER USERS ASSOCIATION,,L,LA JARA,SANDOVAL,SW,250.00000000,187000.00000000,"09223001",C,7232.00000000,INFILTRATION GALLERY #1,,IG,SW,P,36.10418500,-106.94059600,"003",,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"1167",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000,3100000.00000000,"10124001",C,10430.00000000,BLOOMFIELD IRRIGATION DITCH,,IN,SW,P,36.71675000,-107.91714000,"003",2017/08/31,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1168",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000,3100000.00000000,"10124012",C,12745.00000000,ARAGON RESERVOIR (RAW),,RS,SW,P,36.71780000,-107.81754000,"003",2017/08/31,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1064",NM3526604,SPRINGER WATER SYSTEM,,L,SPRINGER,COLFAX,SW,1363.00000000,650000.00000000,"26604001",C,7017.00000000,LOWER RESERVOIR INTAKE,,IN,SW,P,36.39277800,-104.61166700,"003",2011/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"1313",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126001",C,1937.00000000,AGUA FRIA WELL,,WL,GW,P,35.67808300,-105.97100000,"003",2010/09/27,740.00000000,FT,16.00000000,IN,179.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1314",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126002",C,1938.00000000,ALTO WELL,,WL,GW,P,35.68564000,-105.96133300,"003",2010/09/27,746.00000000,FT,12.00000000,IN,410.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1315",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126003",C,1939.00000000,BUCKMAN #1,,WL,GW,P,35.83522200,-106.15841600,"003",2010/09/27,1200.00000000,FT,16.00000000,IN,387.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1316",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126004",C,1940.00000000,BUCKMAN #2,,WL,GW,P,35.82913700,-106.15652400,"003",2007/11/26,1593.00000000,FT,16.00000000,IN,280.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1317",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126006",C,1942.00000000,BUCKMAN #4,,WL,GW,P,35.82055500,-106.14866600,"003",2010/09/27,1225.00000000,FT,16.00000000,IN,432.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1318",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126007",C,1943.00000000,BUCKMAN #5,,WL,GW,P,35.81458300,-106.14844400,"003",2010/09/27,1190.00000000,FT,16.00000000,IN,205.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1319",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126008",C,1944.00000000,BUCKMAN #6,,WL,GW,P,35.81883300,-106.14231000,"003",2010/09/27,951.00000000,FT,16.00000000,IN,275.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1320",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126009",C,1945.00000000,BUCKMAN #7,,WL,GW,P,35.83394400,-106.15114000,"003",2010/09/27,1415.00000000,FT,24.00000000,IN,266.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1321",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126010",C,1946.00000000,FERGUSON WELL,,WL,GW,P,35.68769400,-105.95772200,"003",2010/09/27,750.00000000,FT,14.00000000,IN,300.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1322",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126012",C,1948.00000000,ST MICHAELS WELL,,WL,GW,P,35.65908300,-105.96569400,"003",2010/09/27,800.00000000,FT,16.00000000,IN,282.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1323",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126014",C,1949.00000000,TORREON WELL,,WL,GW,P,35.68478000,-105.96747200,"003",2010/09/27,1230.00000000,FT,16.00000000,IN,215.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1324",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126016",C,1950.00000000,OSAGE WELL,,WL,GW,P,35.67272200,-105.97975000,"003",2010/09/27,770.00000000,FT,16.00000000,IN,100.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1325",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126017",C,1951.00000000,BUCKMAN #8,,WL,GW,P,35.83275900,-106.16509800,"003",2018/03/07,910.00000000,FT,16.00000000,IN,37.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1326",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126019",C,1953.00000000,BUCKMAN #3A,,WL,GW,P,35.82702600,-106.14949600,"003",2007/11/26,1500.00000000,FT,16.00000000,IN,365.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1327",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126020",C,1954.00000000,NORTHWEST WELL,,WL,GW,P,35.71731000,-105.96069000,"003",2010/09/27,2000.00000000,FT,14.00000000,IN,450.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1328",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126044",C,10198.00000000,BUCKMAN WELL #10,,WL,GW,E,35.77622200,-106.11353000,"003",2010/09/27,2016.00000000,FT,30.00000000,IN,332.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1329",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126046",C,10200.00000000,BUCKMAN WELL #12,,WL,GW,E,35.74494400,-106.09114000,"003",2010/09/27,1930.00000000,FT,30.00000000,IN,239.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1330",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126047",C,10201.00000000,BUCKMAN WELL #13,,WL,GW,E,35.73756400,-106.07313100,"003",2010/09/27,2018.00000000,FT,30.00000000,IN,296.72000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1331",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126043",C,8831.00000000,BUCKMAN #9,,WL,GW,P,35.82985900,-106.14227400,"003",2007/11/26,1363.00000000,FT,16.00000000,IN,610.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1332",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126045",C,10199.00000000,BUCKMAN WELL #11,,WL,GW,E,35.75581000,-106.10450000,"003",2010/09/27,2020.00000000,FT,30.00000000,IN,271.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1333",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126072",C,10212.00000000,NICHOLS RESERVOIR,,RS,SW,P,35.81269700,-106.02576100,"003",2004/12/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1334",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126077",C,13327.00000000,CONNECTION TO BUCKMAN REGIONAL WATER TP,,CC,SW,P,35.71247200,-106.01666600,"003",2014/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1335",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126053",C,10193.00000000,SURGE TANK #3 (150K),,OT,SW,P,35.73780700,-106.07328800,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1336",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126051",C,10191.00000000,SURGE TANK #1 (500K),,OT,SW,P,35.82224600,-106.14426700,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1337",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126013",C,6987.00000000,SURFACE INTAKE,,IN,SW,P,35.68984400,-105.88079000,"003",2010/09/27,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1338",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126052",C,10192.00000000,SURGE TANK #2 (150K),,OT,SW,P,35.77568000,-106.11374900,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1339",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126073",C,10213.00000000,MCCLURE RESERVOIR,,RS,SW,P,35.85036700,-106.02793000,"003",2004/12/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1340",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126005",C,1941.00000000,BUCKMAN #3,,WL,GW,P,35.82666600,-106.14911100,"003",2010/09/27,1500.00000000,FT,16.00000000,IN,377.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"1461",NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,,L,NAVAJO DAM,SAN JUAN,SW,538.00000000,88000.00000000,"36724001",C,9510.00000000,SAN JUAN RIVER INFILTRATION GALLERY,,IG,SW,P,36.80802700,-107.69594400,"003",2006/05/03,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1462",NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,,L,NAVAJO DAM,SAN JUAN,SW,538.00000000,88000.00000000,"36724005",C,13817.00000000,RAW WATER INTAKE,,IN,SW,P,36.80788100,-107.69682200,"003",2015/07/30,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1341",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126011",C,1947.00000000,SANTA FE WELL,,WL,GW,P,35.67597500,-105.96352100,"003",2007/11/26,1523.00000000,FT,16.00000000,IN,324.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"1342",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126074",C,10214.00000000,SANTA FE WATERSHED,,RS,SW,P,35.85067000,-106.02851000,"003",,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"1343",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126082",C,14096.00000000,SURGE TANK #4 (150K),,OT,,P,35.73780700,-106.07328800,"003",2017/10/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"1344",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126018",C,1952.00000000,COUNTRY CLUB WELL,,WL,GW,P,35.63152100,-106.04557000,"003",,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
